"","FID","prob.precip","dens.precip","prob.krieg","dens.krieg"
"1",778,-0.129156391289054,0.032092741043111,-0.0409561325756874,0.128984379918154
"2",778,-0.126693938973656,0.0382368888790338,-0.0389823038731126,0.198212826520236
"3",778,-0.124231486658257,0.0453218639412523,-0.0370084751705377,0.297595624875885
"4",778,-0.121769034342859,0.0534478120825069,-0.0350346464679629,0.436720592013911
"5",778,-0.11930658202746,0.0627195391571897,-0.0330608177653881,0.626695752052501
"6",778,-0.116844129712062,0.0736970735734058,-0.0310869890628133,0.87980708793461
"7",778,-0.114381677396664,0.0863177187387407,-0.0291131603602384,1.20892955618319
"8",778,-0.111919225081265,0.100616611781516,-0.0271393316576636,1.62667386992746
"9",778,-0.109456772765867,0.116739429974512,-0.0251655029550888,2.14427485242961
"10",778,-0.106994320450469,0.134948896229225,-0.0231916742525139,2.7702548241474
"11",778,-0.10453186813507,0.156139634930385,-0.0212178455499391,3.51082687766692
"12",778,-0.102069415819672,0.179837948998166,-0.0192440168473643,4.37220591709112
"13",778,-0.0996069635042735,0.206221490127304,-0.0172701881447895,5.33008313266
"14",778,-0.0971445111888752,0.235469974191489,-0.0152963594422147,6.36338301625974
"15",778,-0.0946820588734768,0.268379488823051,-0.0133225307396398,7.44274264237457
"16",778,-0.0922196065580784,0.305352688634324,-0.011348702037065,8.53151328207619
"17",778,-0.0897571542426801,0.345962790411198,-0.00937487333449018,9.58755231447089
"18",778,-0.0872947019272817,0.390387646260605,-0.00740104463191536,10.5657144648469
"19",778,-0.0848322496118833,0.438802066059421,-0.00542721592934053,11.420876792464
"20",778,-0.082369797296485,0.492771681270364,-0.00345338722676571,12.1112666263092
"21",778,-0.0799073449810866,0.551509520076584,-0.00147955852419088,12.6018075620919
"22",778,-0.0774448926656882,0.614861307319693,0.000494270178383945,12.8410592812926
"23",778,-0.0749824403502899,0.682939163493956,0.00246809888095877,12.840894524542
"24",778,-0.0725199880348915,0.756165560939674,0.00444192758353359,12.6102069941534
"25",778,-0.0700575357194931,0.835869547649764,0.00641575628610842,12.167759432833
"26",778,-0.0675950834040948,0.920547993319005,0.00838958498868324,11.5427965369716
"27",778,-0.0651326310886964,1.01018505397573,0.0103634136912581,10.7724003661081
"28",778,-0.062670178773298,1.10474561845338,0.0123372423938329,9.89840750708366
"29",778,-0.0602077264578997,1.20508169925083,0.0143110710964077,8.96418729252022
"30",778,-0.0577452741425013,1.31088773043448,0.0162848997989825,8.01157123165496
"31",778,-0.0552828218271029,1.42108908731667,0.0182587285015574,7.07819365390929
"32",778,-0.0528203695117046,1.53546291493976,0.0202325572041322,6.20178118134774
"33",778,-0.0503579171963062,1.65376286717304,0.022206385906707,5.40593349469249
"34",778,-0.0478954648809078,1.77666066749435,0.0241802146092818,4.70102582928211
"35",778,-0.0454330125655095,1.9025936139049,0.0261540433118567,4.09258476095338
"36",778,-0.0429705602501111,2.03096466012765,0.0281278720144315,3.5803148363736
"37",778,-0.0405081079347127,2.16133225236806,0.0301017007170063,3.15938691279061
"38",778,-0.0380456556193144,2.29328471513318,0.0320755294195811,2.82175798775056
"39",778,-0.035583203303916,2.4260687049326,0.034049358122156,2.55741320671561
"40",778,-0.0331207509885176,2.5586764635884,0.0360231868247308,2.35544991308349
"41",778,-0.0306582986731193,2.69052869006448,0.0379970155273056,2.2049535232181
"42",778,-0.0281958463577209,2.82103718119694,0.0399708442298804,2.09726465648303
"43",778,-0.0257333940423225,2.94894371714296,0.0419446729324553,2.02215002347637
"44",778,-0.0232709417269242,3.0732014215863,0.0439185016350301,1.96952845760587
"45",778,-0.0208084894115258,3.19356333566156,0.0458923303376049,1.93340703094994
"46",778,-0.0183460370961274,3.30943494278892,0.0478661590401797,1.90902157596455
"47",778,-0.0158835847807291,3.42022910627237,0.0498399877427546,1.8927223164448
"48",778,-0.0134211324653307,3.52305276723426,0.0518138164453294,1.88184473804919
"49",778,-0.0109586801499323,3.61885995641451,0.0537876451479042,1.8745759382873
"50",778,-0.00849622783453398,3.70740109418489,0.055761473850479,1.86982195831269
"51",778,-0.00603377551913561,3.7882397024272,0.0577353025530539,1.86707790377244
"52",778,-0.00357132320373726,3.86013808065978,0.0597091312556287,1.86635757768679
"53",778,-0.00110887088833889,3.9208890664165,0.0616829599582035,1.86820168446369
"54",778,0.00135358142705949,3.97258002891896,0.0636567886607783,1.87293194209872
"55",778,0.00381603374245784,4.01503101739775,0.0656306173633532,1.88104315556191
"56",778,0.00627848605785622,4.04809596088283,0.067604446065928,1.89289773582115
"57",778,0.00874093837325457,4.06952458201423,0.0695782747685028,1.90862932788517
"58",778,0.0112033906886529,4.0800334393311,0.0715521034710776,1.92807104158432
"59",778,0.0136658430040513,4.08117428892248,0.0735259321736525,1.95071394588131
"60",778,0.0161282953194497,4.07309290684589,0.0754997608762273,1.97569984839881
"61",778,0.0185907476348481,4.05596743016227,0.0774735895788021,2.00185032631311
"62",778,0.0210531999502464,4.02711519700241,0.0794474182813769,2.02773153387637
"63",778,0.0235156522656448,3.98996244131981,0.0814212469839518,2.05129802324374
"64",778,0.0259781045810431,3.94507321742888,0.0833950756865266,2.07098868516713
"65",778,0.0284405568964415,3.89285134142496,0.0853689043891014,2.08544253669376
"66",778,0.0309030092118399,3.83305644505022,0.0873427330916762,2.09360954627293
"67",778,0.0333654615272382,3.76557592680785,0.0893165617942511,2.09485060795494
"68",778,0.0358279138426366,3.69274511717477,0.0912903904968259,2.08899449432646
"69",778,0.038290366158035,3.61507886828949,0.0932642191994007,2.07635564703615
